StockCode,Description,avg_daily_units,units_60d,revenue_60d,active_sales_days,avg_unit_price,forecast_30d_units,safety_stock_units,recommended_reorder_qty,priority
22791,T-LIGHT GLASS FLUTED ANTIQUE,35.43333333333333,2126,2478.08,39,1.2655555555555555,935.0,248.0,1183.0,High
20728,LUNCH BAG CARS BLUE,25.583333333333332,1535,2467.63,47,1.7141304347826085,675.0,179.0,854.0,High
22847,BREAD BIN DINER STYLE IVORY,2.55,153,2465.69,39,16.779249999999998,67.0,18.0,85.0,High
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,34.4,2064,2447.76,34,1.2324074074074074,908.0,241.0,1149.0,High
23681,LUNCH BAG RED VINTAGE DOILY,25.783333333333335,1547,2432.55,30,1.6415966386554621,681.0,180.0,861.0,High
22759,SET OF 3 NOTEBOOKS IN PARCEL,24.516666666666666,1471,2411.0699999999997,41,1.7729268292682927,647.0,172.0,819.0,High
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,10.966666666666667,658,2410.12,45,3.789548872180451,289.0,77.0,366.0,High
23177,TREASURE ISLAND BOOK BOX,19.8,1188,2391.0,40,2.236764705882353,523.0,139.0,662.0,High
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,128.31666666666666,7699,2390.6499999999996,50,0.3378991596638655,3387.0,898.0,4285.0,High
22561,WOODEN SCHOOL COLOURING SET,24.366666666666667,1462,2388.4199999999996,46,1.6876666666666664,643.0,171.0,814.0,High
22383,LUNCH BAG SUKI DESIGN ,24.4,1464,2385.52,48,1.6731472081218273,644.0,171.0,815.0,High
15056N,EDWARDIAN PARASOL NATURAL,7.15,429,2384.55,32,5.851960784313725,189.0,50.0,239.0,High
23389,SPACEBOY MINI BACKPACK,9.816666666666666,589,2364.35,49,4.14304347826087,259.0,69.0,328.0,High
21174,POTTERING IN THE SHED METAL SIGN,17.483333333333334,1049,2352.32,30,2.1003030303030306,462.0,122.0,584.0,High
20679,EDWARDIAN PARASOL RED,7.133333333333334,428,2351.6,35,5.881034482758621,188.0,50.0,238.0,High
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,123.7,7422,2333.7999999999997,51,0.3385714285714285,3265.0,866.0,4131.0,High
23542,WALL ART 70'S ALPHABET ,5.416666666666667,325,2325.33,29,8.047254901960784,143.0,38.0,181.0,High
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,46.61666666666667,2797,2315.35,43,0.8821428571428571,1231.0,326.0,1557.0,High
23200,JUMBO BAG PEARS,18.833333333333332,1130,2311.9500000000003,48,2.1071875,497.0,132.0,629.0,High
21754,HOME BUILDING BLOCK WORD,6.333333333333333,380,2308.96,48,6.309298245614035,167.0,44.0,211.0,High
23570,TRADITIONAL PICK UP STICKS GAME ,30.6,1836,2295.0,43,1.25,808.0,214.0,1022.0,High
22193,RED DINER WALL CLOCK,4.633333333333334,278,2285.3900000000003,39,8.759718309859156,122.0,32.0,154.0,High
21623,VINTAGE UNION JACK MEMOBOARD,4.266666666666667,256,2277.5,29,9.855434782608695,113.0,30.0,143.0,High
22942,CHRISTMAS LIGHTS 10 SANTAS ,5.866666666666666,352,2264.25,44,6.902941176470589,155.0,41.0,196.0,High
23169,CLASSIC GLASS COOKIE JAR,9.516666666666667,571,2264.05,44,4.099514563106797,251.0,67.0,318.0,High
22556,PLASTERS IN TIN CIRCUS PARADE ,23.366666666666667,1402,2260.62,48,1.679189189189189,617.0,164.0,781.0,High
23397,FOOT STOOL HOME SWEET HOME ,4.1,246,2256.9,35,9.81,108.0,29.0,137.0,High
22698,PINK REGENCY TEACUP AND SAUCER,13.166666666666666,790,2253.3,44,3.0721818181818183,348.0,92.0,440.0,High
23489,VINTAGE BELLS GARLAND,13.066666666666666,784,2246.56,42,2.886992481203008,345.0,91.0,436.0,High
23064,CINDERELLA CHANDELIER ,3.1666666666666665,190,2217.5,3,17.9375,84.0,22.0,106.0,High
21791,VINTAGE HEADS AND TAILS CARD GAME ,29.516666666666666,1771,2217.48,50,1.306086956521739,779.0,207.0,986.0,High
23498,CLASSIC BICYCLE CLIPS ,26.45,1587,2200.15,13,1.4402247191011237,698.0,185.0,883.0,High
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,12.883333333333333,773,2195.99,7,5.161111111111111,340.0,90.0,430.0,High
