CustomerID,recency,frequency,monetary,total_quantity,avg_order_value,unique_products,active_days,first_purchase,last_purchase,tenure_days,orders_per_active_day,returned_in_holdout,is_churn_risk
13940,27,2,391.06,240,14.483703703703704,25,2,2011-07-18 16:05:00,2011-08-15 12:47:00,27,1.0,1,0
13941,82,3,2831.26,1382,101.11642857142859,20,3,2010-12-02 10:17:00,2011-06-21 09:44:00,200,1.0,1,0
13946,112,2,485.96999999999997,263,53.99666666666666,9,2,2011-03-17 10:02:00,2011-05-22 12:03:00,66,1.0,1,0
13948,271,1,102.0,40,34.0,3,1,2010-12-14 10:18:00,2010-12-14 10:18:00,1,1.0,0,1
13949,5,1,537.9,542,14.155263157894737,38,1,2011-09-06 11:55:00,2011-09-06 11:55:00,1,1.0,1,0
13950,157,1,179.30999999999997,81,25.615714285714283,7,1,2011-04-07 11:29:00,2011-04-07 11:29:00,1,1.0,1,0
13951,86,3,674.45,459,17.293589743589745,38,3,2011-02-18 15:21:00,2011-06-16 16:43:00,118,1.0,0,1
13952,128,2,3251.071,1431,23.730445255474454,120,2,2011-04-15 09:27:00,2011-05-06 09:00:00,20,1.0,0,1
13953,26,5,2604.36,2048,217.03,8,5,2010-12-22 10:29:00,2011-08-16 10:03:00,236,1.0,1,0
13955,64,2,322.96,154,9.786666666666665,33,2,2011-02-07 12:24:00,2011-07-08 17:19:00,151,1.0,0,1
13956,48,3,676.07,381,6.2599074074074075,95,3,2011-03-13 12:51:00,2011-07-24 16:12:00,133,1.0,1,0
13959,191,2,337.44,198,9.92470588235294,31,2,2010-12-12 13:56:00,2011-03-03 18:16:00,81,1.0,1,0
13962,156,1,117.6,30,16.8,7,1,2011-04-08 11:21:00,2011-04-08 11:21:00,1,1.0,1,0
13963,218,4,664.54,460,18.986857142857144,35,4,2010-12-07 09:21:00,2011-02-04 14:43:00,59,1.0,0,1
13967,56,1,80.7,42,40.35,2,1,2011-07-17 12:02:00,2011-07-17 12:02:00,1,1.0,0,1
13969,17,11,3883.23,1970,11.22320809248555,221,10,2010-12-09 19:32:00,2011-08-24 15:47:00,257,1.1,1,0
13971,16,6,1985.9,1332,18.387962962962963,95,6,2011-02-27 12:27:00,2011-08-25 14:23:00,179,1.0,1,0
13972,112,1,145.9,42,16.211111111111112,9,1,2011-05-22 11:34:00,2011-05-22 11:34:00,1,1.0,1,0
13973,197,1,264.7,109,24.063636363636363,11,1,2011-02-25 15:21:00,2011-02-25 15:21:00,1,1.0,0,1
13975,38,4,1466.67,948,7.051298076923077,166,4,2011-03-08 12:19:00,2011-08-03 13:39:00,148,1.0,1,0
13976,117,1,357.98,154,35.798,10,1,2011-05-17 09:13:00,2011-05-17 09:13:00,1,1.0,0,1
13982,73,3,1230.1399999999999,783,16.851232876712327,45,3,2010-12-09 13:57:00,2011-06-29 15:11:00,202,1.0,1,0
13983,97,8,1681.06,793,22.11921052631579,65,6,2010-12-08 10:38:00,2011-06-05 16:05:00,179,1.3333333333333333,1,0
13984,36,4,819.33,647,68.2775,10,4,2010-12-08 15:58:00,2011-08-05 14:30:00,239,1.0,1,0
13985,17,7,2773.04,1380,17.775897435897434,55,7,2011-03-20 13:48:00,2011-08-24 13:11:00,156,1.0,1,0
13988,73,3,1923.5,1290,17.174107142857142,99,3,2011-03-30 11:48:00,2011-06-30 11:54:00,92,1.0,1,0
13989,149,1,896.6700000000001,869,38.985652173913046,23,1,2011-04-14 15:39:00,2011-04-14 15:39:00,1,1.0,1,0
13990,123,1,311.3,190,19.45625,16,1,2011-05-10 15:19:00,2011-05-10 15:19:00,1,1.0,0,1
13991,53,1,126.35,83,18.05,7,1,2011-07-19 12:58:00,2011-07-19 12:58:00,1,1.0,1,0
13993,11,6,2247.41,653,24.16569892473118,59,6,2011-01-13 10:43:00,2011-08-31 12:31:00,230,1.0,1,0
13994,16,2,419.56,133,19.97904761904762,18,2,2011-07-14 18:28:00,2011-08-26 11:35:00,42,1.0,1,0
13995,26,3,871.9,608,16.146296296296295,39,3,2011-04-08 08:20:00,2011-08-16 09:00:00,130,1.0,1,0
13999,6,9,2868.9700000000003,1733,18.629675324675325,90,9,2010-12-13 11:23:00,2011-09-05 11:19:00,265,1.0,1,0
14000,121,1,635.66,710,42.37733333333333,15,1,2011-05-12 16:50:00,2011-05-12 16:50:00,1,1.0,0,1
14001,143,2,1309.14,632,54.54750000000001,21,2,2010-12-01 12:58:00,2011-04-21 09:26:00,140,1.0,1,0
14002,44,2,529.73,877,11.270851063829788,47,2,2011-07-06 14:59:00,2011-07-28 15:55:00,22,1.0,0,1
14004,8,5,3203.26,1676,27.8544347826087,69,5,2011-02-24 09:28:00,2011-09-02 13:50:00,190,1.0,1,0
14005,44,3,696.56,864,18.330526315789474,29,3,2011-05-08 10:33:00,2011-07-29 10:00:00,81,1.0,1,0
14006,26,3,962.19,641,32.073,22,3,2011-01-31 15:11:00,2011-08-16 09:39:00,196,1.0,0,1
14009,108,2,695.61,365,16.562142857142856,42,2,2011-05-18 13:00:00,2011-05-25 15:47:00,7,1.0,0,1
14012,188,1,328.8,160,29.89090909090909,11,1,2011-03-07 12:26:00,2011-03-07 12:26:00,1,1.0,0,1
14013,20,3,473.02,462,13.91235294117647,30,3,2011-03-09 08:59:00,2011-08-21 15:01:00,165,1.0,0,1
14016,72,4,4341.21,2125,26.964037267080744,154,4,2010-12-17 14:21:00,2011-07-01 11:29:00,195,1.0,0,1
14019,8,2,800.53,553,19.060238095238095,28,2,2011-07-24 15:39:00,2011-09-02 12:51:00,39,1.0,1,0
14021,65,3,631.9,192,28.722727272727273,22,3,2011-03-28 15:10:00,2011-07-07 15:46:00,101,1.0,0,1
14022,135,1,440.0,487,15.714285714285714,28,1,2011-04-28 14:39:00,2011-04-28 14:39:00,1,1.0,0,1
14023,160,1,273.14,162,17.07125,16,1,2011-04-03 15:50:00,2011-04-03 15:50:00,1,1.0,1,0
14024,32,2,327.7,150,20.48125,16,2,2011-08-07 13:31:00,2011-08-10 11:30:00,2,1.0,0,1
14029,54,1,165.20000000000002,24,27.533333333333335,6,1,2011-07-18 16:57:00,2011-07-18 16:57:00,1,1.0,1,0
14030,31,6,1657.5,860,10.106707317073171,147,5,2010-12-08 16:11:00,2011-08-10 16:19:00,245,1.2,1,0
14031,36,13,9627.03,3588,55.32775862068966,101,12,2010-12-02 16:34:00,2011-08-05 14:49:00,245,1.0833333333333333,1,0
14032,79,6,1845.37,1325,19.222604166666667,43,6,2010-12-08 10:53:00,2011-06-24 11:08:00,198,1.0,1,0
14034,67,2,473.90999999999997,307,18.9564,23,1,2011-07-05 13:06:00,2011-07-05 13:15:00,1,2.0,1,0
14035,17,3,837.26,447,32.20230769230769,18,3,2011-02-15 12:48:00,2011-08-24 13:15:00,190,1.0,1,0
14036,195,1,626.65,268,16.49078947368421,38,1,2011-02-28 09:26:00,2011-02-28 09:26:00,1,1.0,0,1
14037,86,2,147.20000000000002,46,5.257142857142858,27,2,2010-12-10 11:39:00,2011-06-16 13:57:00,188,1.0,0,1
14038,54,2,1086.42,701,16.71415384615385,49,2,2011-05-16 14:05:00,2011-07-18 15:15:00,63,1.0,1,0
14040,4,10,2734.46,1286,15.625485714285714,122,9,2011-01-12 14:57:00,2011-09-06 14:29:00,236,1.1111111111111112,1,0
14041,176,1,141.41,94,6.733809523809524,21,1,2011-03-18 13:25:00,2011-03-18 13:25:00,1,1.0,0,1
14044,13,3,535.71,247,2.9434615384615386,144,3,2011-02-03 11:39:00,2011-08-28 14:39:00,206,1.0,1,0
14045,19,4,1659.75,535,276.625,4,3,2010-12-01 11:32:00,2011-08-22 15:27:00,264,1.3333333333333333,0,1
14046,194,1,154.99,460,11.070714285714287,14,1,2011-02-28 14:48:00,2011-02-28 14:48:00,1,1.0,0,1
14047,110,3,635.92,210,35.32888888888888,15,3,2010-12-02 10:09:00,2011-05-24 11:35:00,173,1.0,1,0
14048,215,1,409.93,288,4.822705882352941,83,1,2011-02-07 14:53:00,2011-02-07 14:53:00,1,1.0,0,1
14049,69,3,3244.74,2150,11.885494505494504,211,3,2011-01-26 11:27:00,2011-07-04 11:47:00,159,1.0,1,0
14050,16,1,485.98,447,13.134594594594596,37,1,2011-08-25 13:46:00,2011-08-25 13:46:00,1,1.0,1,0
14051,2,16,9271.84,2287,71.87472868217054,43,15,2010-12-08 12:49:00,2011-09-09 10:16:00,274,1.0666666666666667,1,0
14053,34,2,260.25,215,65.0625,2,2,2011-07-03 12:21:00,2011-08-07 14:27:00,35,1.0,0,1
14055,16,1,725.6400000000001,216,72.56400000000001,10,1,2011-08-25 15:04:00,2011-08-25 15:04:00,1,1.0,0,1
14056,17,17,5333.97,2864,7.286844262295082,274,17,2011-02-28 15:19:00,2011-08-24 16:02:00,177,1.0,1,0
14057,11,13,4805.68,3945,20.277130801687765,155,11,2010-12-14 12:11:00,2011-08-31 09:55:00,259,1.1818181818181819,1,0
14059,177,1,183.6,128,22.95,8,1,2011-03-18 10:06:00,2011-03-18 10:06:00,1,1.0,0,1
14060,18,14,4102.78,3770,29.51640287769784,67,14,2010-12-02 12:11:00,2011-08-23 16:49:00,264,1.0,1,0
14062,2,10,8800.67,4143,91.67364583333334,57,9,2010-12-10 15:56:00,2011-09-09 10:31:00,272,1.1111111111111112,1,0
14064,23,4,1097.03,1512,19.24614035087719,44,4,2011-03-10 12:59:00,2011-08-18 18:11:00,161,1.0,1,0
14066,177,1,152.55,45,21.792857142857144,7,1,2011-03-18 12:21:00,2011-03-18 12:21:00,1,1.0,0,1
14067,7,1,224.67,216,8.986799999999999,25,1,2011-09-04 12:00:00,2011-09-04 12:00:00,1,1.0,1,0
14068,230,1,265.85,73,11.077083333333334,22,1,2011-01-23 16:02:00,2011-01-23 16:02:00,1,1.0,0,1
14071,170,2,356.81,295,12.303793103448276,22,2,2011-03-20 11:33:00,2011-03-24 13:28:00,4,1.0,1,0
14075,171,1,307.92,270,17.10666666666667,18,1,2011-03-23 16:35:00,2011-03-23 16:35:00,1,1.0,1,0
14076,39,1,118.67,79,2.6970454545454547,43,1,2011-08-02 15:19:00,2011-08-02 15:19:00,1,1.0,0,1
14077,92,3,310.4,148,9.129411764705882,30,3,2011-03-10 15:52:00,2011-06-10 14:31:00,91,1.0,1,0
14078,12,6,1049.37,310,16.144153846153845,46,6,2010-12-01 12:54:00,2011-08-30 12:16:00,271,1.0,0,1
14079,35,1,375.1,301,31.258333333333336,12,1,2011-08-07 12:10:00,2011-08-07 12:10:00,1,1.0,0,1
14081,212,2,921.62,592,6.1441333333333334,126,2,2010-12-05 15:47:00,2011-02-10 16:17:00,67,1.0,0,1
14082,275,1,182.25,110,6.2844827586206895,28,1,2010-12-10 11:02:00,2010-12-10 11:02:00,1,1.0,0,1
14083,36,7,533.39,374,5.442755102040816,92,6,2010-12-03 12:24:00,2011-08-05 14:31:00,245,1.1666666666666667,1,0
14085,51,12,3220.94,2190,9.363197674418604,228,12,2010-12-06 12:39:00,2011-07-21 13:48:00,227,1.0,1,0
14088,39,7,25507.89,7074,86.46742372881356,232,6,2011-01-21 13:07:00,2011-08-03 11:21:00,193,1.1666666666666667,1,0
14090,235,1,76.32000000000001,72,76.32000000000001,1,1,2011-01-19 10:51:00,2011-01-19 10:51:00,1,1.0,0,1
14092,10,10,2745.42,1495,17.48675159235669,96,9,2010-12-16 15:47:00,2011-09-01 10:36:00,258,1.1111111111111112,1,0
14096,1,3,244.68,97,4.147118644067796,56,3,2011-08-30 10:49:00,2011-09-09 15:17:00,10,1.0,1,0
14099,30,8,2309.92,1726,11.5496,143,8,2010-12-20 11:14:00,2011-08-11 15:34:00,234,1.0,1,0
14100,48,1,191.95000000000002,63,7.678000000000001,24,1,2011-07-25 11:01:00,2011-07-25 11:01:00,1,1.0,0,1
14101,53,5,4944.389999999999,6406,164.813,15,5,2011-01-17 13:09:00,2011-07-20 12:08:00,183,1.0,1,0
14104,65,2,216.20999999999998,72,10.295714285714284,21,2,2011-06-27 12:49:00,2011-07-08 12:50:00,11,1.0,0,1
14105,149,1,1266.23,800,17.111216216216217,74,1,2011-04-14 17:58:00,2011-04-14 17:58:00,1,1.0,0,1
14107,6,6,2461.94,1606,21.40817391304348,58,6,2010-12-10 13:29:00,2011-09-04 15:20:00,268,1.0,1,0
14108,12,1,291.33,209,18.208125,16,1,2011-08-30 11:32:00,2011-08-30 11:32:00,1,1.0,1,0
14110,29,5,3259.62,1534,31.95705882352941,65,5,2011-03-18 09:59:00,2011-08-12 14:47:00,147,1.0,1,0
14111,6,3,295.5,202,59.1,5,3,2011-04-12 11:36:00,2011-09-05 12:21:00,146,1.0,1,0
14112,41,4,1900.82,1148,17.280181818181816,89,3,2011-03-09 11:28:00,2011-08-01 12:16:00,145,1.3333333333333333,1,0
14113,265,1,433.5,102,216.75,2,1,2010-12-20 12:14:00,2010-12-20 12:14:00,1,1.0,1,0
14114,184,2,386.53,101,25.768666666666665,15,2,2011-01-13 11:05:00,2011-03-11 09:42:00,56,1.0,0,1
14116,3,2,628.87,380,19.05666666666667,29,2,2011-08-10 12:44:00,2011-09-08 09:51:00,28,1.0,1,0
14117,54,1,90.0,72,30.0,3,1,2011-07-19 09:49:00,2011-07-19 09:49:00,1,1.0,0,1
14127,33,3,709.71,321,16.129772727272726,39,3,2011-02-02 12:26:00,2011-08-09 10:49:00,187,1.0,0,1
14128,166,1,305.54,269,13.888181818181819,22,1,2011-03-29 10:49:00,2011-03-29 10:49:00,1,1.0,1,0
14129,6,3,726.23,355,21.35970588235294,28,2,2011-03-24 08:44:00,2011-09-05 09:49:00,165,1.5,1,0
14130,229,1,480.91,257,7.286515151515152,66,1,2011-01-24 16:05:00,2011-01-24 16:05:00,1,1.0,0,1
14132,24,5,1552.46,1420,17.844367816091953,48,5,2011-06-09 12:04:00,2011-08-18 11:59:00,69,1.0,1,0
14133,40,3,605.64,348,21.63,25,2,2011-01-28 11:27:00,2011-08-02 11:34:00,186,1.5,0,1
14135,15,10,3190.32,3364,30.09735849056604,82,9,2010-12-02 10:27:00,2011-08-26 14:44:00,267,1.1111111111111112,1,0
14141,15,1,285.16,140,17.8225,16,1,2011-08-26 14:40:00,2011-08-26 14:40:00,1,1.0,1,0
14142,283,1,311.81,313,14.173181818181819,22,1,2010-12-01 16:33:00,2010-12-01 16:33:00,1,1.0,0,1
14143,44,1,115.8,30,16.54285714285714,7,1,2011-07-29 09:48:00,2011-07-29 09:48:00,1,1.0,0,1
14145,67,3,2851.2,576,356.4,6,3,2011-05-06 13:01:00,2011-07-06 11:52:00,60,1.0,1,0
14146,165,2,1903.73,811,29.288153846153847,62,2,2010-12-17 15:52:00,2011-03-30 11:04:00,102,1.0,1,0
14147,196,1,182.8,40,91.4,2,1,2011-02-27 11:42:00,2011-02-27 11:42:00,1,1.0,1,0
14148,144,1,157.2,16,52.4,3,1,2011-04-20 12:02:00,2011-04-20 12:02:00,1,1.0,0,1
14149,131,1,446.62,218,15.950714285714286,28,1,2011-05-03 09:44:00,2011-05-03 09:44:00,1,1.0,0,1
14150,270,1,306.18,262,25.515,12,1,2010-12-15 10:04:00,2010-12-15 10:04:00,1,1.0,1,0
14152,144,1,314.51,369,10.845172413793103,29,1,2011-04-19 15:46:00,2011-04-19 15:46:00,1,1.0,1,0
14154,149,2,1345.62,465,25.87730769230769,52,1,2011-04-14 15:58:00,2011-04-14 16:26:00,1,2.0,0,1
14155,176,1,118.75,25,19.791666666666668,6,1,2011-03-18 14:13:00,2011-03-18 14:13:00,1,1.0,0,1
14156,3,42,98688.79,48716,82.44677527151211,642,31,2010-12-03 11:48:00,2011-09-07 16:00:00,278,1.3548387096774193,1,0
14157,195,1,269.18,186,7.275135135135136,36,1,2011-02-27 13:04:00,2011-02-27 13:04:00,1,1.0,1,0
14159,6,7,2732.73,2487,3.832720897615708,399,7,2010-12-12 11:17:00,2011-09-05 12:00:00,267,1.0,1,0
14161,126,3,1097.6200000000001,450,10.554038461538463,87,3,2010-12-05 13:18:00,2011-05-08 11:41:00,153,1.0,0,1
14162,84,2,289.36,142,11.5744,25,2,2011-02-20 12:32:00,2011-06-19 11:36:00,118,1.0,0,1
14163,62,3,1659.39,589,39.50928571428572,31,3,2011-04-14 17:33:00,2011-07-10 14:49:00,86,1.0,1,0
14165,186,1,120.44,53,5.0183333333333335,23,1,2011-03-09 12:39:00,2011-03-09 12:39:00,1,1.0,0,1
14167,75,3,389.85,103,9.996153846153847,23,3,2011-01-12 15:44:00,2011-06-27 16:46:00,166,1.0,1,0
14171,8,1,363.79,167,6.272241379310345,57,1,2011-09-02 16:43:00,2011-09-02 16:43:00,1,1.0,0,1
14173,129,1,114.04,40,10.367272727272727,11,1,2011-05-04 14:03:00,2011-05-04 14:03:00,1,1.0,1,0
14175,81,2,1205.99,626,20.440508474576273,58,2,2011-01-14 12:22:00,2011-06-21 14:29:00,158,1.0,1,0
14176,207,4,576.9000000000001,209,18.609677419354842,28,3,2010-12-07 11:45:00,2011-02-15 13:12:00,70,1.3333333333333333,0,1
14177,6,3,299.46,144,7.880526315789473,37,2,2011-06-13 11:10:00,2011-09-05 12:24:00,84,1.5,1,0
14178,8,3,477.29,387,4.920515463917526,87,3,2011-06-10 12:51:00,2011-09-02 14:42:00,84,1.0,1,0
14180,1,22,4258.92,635,19.536330275229357,107,21,2010-12-02 13:08:00,2011-09-09 13:47:00,281,1.0476190476190477,1,0
14185,241,1,197.65,6,65.88333333333334,3,1,2011-01-12 13:52:00,2011-01-12 13:52:00,1,1.0,0,1
14188,19,4,1383.46,783,32.173488372093026,25,4,2011-02-02 13:46:00,2011-08-22 13:42:00,200,1.0,1,0
14189,6,11,3267.92,2720,17.760434782608694,125,10,2010-12-06 11:42:00,2011-09-04 13:45:00,272,1.1,1,0
14191,18,7,2258.26,1388,19.984601769911507,71,7,2011-05-03 10:30:00,2011-08-23 14:25:00,112,1.0,1,0
14193,180,1,422.53999999999996,250,18.371304347826086,23,1,2011-03-15 11:38:00,2011-03-15 11:38:00,1,1.0,1,0
14194,16,12,5666.45,3243,17.875236593059935,203,8,2011-02-04 14:51:00,2011-08-25 14:42:00,201,1.5,1,0
14195,112,2,1012.0,760,144.57142857142858,7,2,2011-04-01 16:50:00,2011-05-22 10:29:00,50,1.0,0,1
14196,17,1,335.52,142,55.919999999999995,6,1,2011-08-25 10:25:00,2011-08-25 10:25:00,1,1.0,0,1
14198,55,2,356.95,167,16.997619047619047,21,2,2011-04-14 14:54:00,2011-07-17 15:47:00,94,1.0,1,0
14199,128,1,185.39999999999998,28,92.69999999999999,2,1,2011-05-05 13:44:00,2011-05-05 13:44:00,1,1.0,0,1
14201,59,5,521.24,360,21.718333333333334,19,5,2010-12-15 13:25:00,2011-07-13 15:18:00,210,1.0,1,0
14205,174,1,222.9,126,15.921428571428573,14,1,2011-03-20 15:07:00,2011-03-20 15:07:00,1,1.0,1,0
14206,149,1,328.15999999999997,276,16.407999999999998,20,1,2011-04-14 16:38:00,2011-04-14 16:38:00,1,1.0,0,1
14208,5,1,151.74,114,15.174000000000001,10,1,2011-09-06 12:48:00,2011-09-06 12:48:00,1,1.0,0,1
14209,31,5,1876.33,657,23.164567901234566,54,5,2011-01-11 12:56:00,2011-08-10 16:01:00,211,1.0,1,0
14210,16,6,1905.8400000000001,760,18.684705882352944,66,6,2010-12-03 12:43:00,2011-08-26 12:36:00,265,1.0,0,1
14211,7,6,1129.93,593,18.52344262295082,53,6,2011-02-17 15:50:00,2011-09-04 10:51:00,198,1.0,1,0
14214,66,3,899.16,671,15.24,56,3,2011-03-07 12:26:00,2011-07-06 15:02:00,121,1.0,1,0
14215,97,4,1098.27,589,17.714032258064517,58,4,2010-12-06 15:34:00,2011-06-06 10:04:00,181,1.0,1,0
14217,10,10,1211.5,380,19.23015873015873,54,10,2010-12-08 13:28:00,2011-09-01 12:16:00,266,1.0,1,0
14220,157,2,632.4,272,30.114285714285714,21,2,2010-12-16 18:18:00,2011-04-06 13:23:00,110,1.0,0,1
14221,23,7,2617.0099999999998,1546,19.102262773722625,91,5,2011-01-04 15:33:00,2011-08-18 17:43:00,226,1.4,1,0
14222,87,1,683.17,607,16.662682926829266,41,1,2011-06-15 16:42:00,2011-06-15 16:42:00,1,1.0,0,1
14223,2,3,991.13,585,16.518833333333333,50,3,2011-03-20 16:02:00,2011-09-08 13:38:00,171,1.0,0,1
14224,20,4,1009.73,483,8.93566371681416,105,4,2011-01-23 13:58:00,2011-08-21 13:24:00,209,1.0,0,1
14226,120,2,1692.0,1075,41.26829268292683,40,2,2011-03-15 15:36:00,2011-05-13 14:16:00,58,1.0,1,0
14227,106,7,2399.52,1279,17.906865671641793,104,4,2011-02-28 12:27:00,2011-05-27 14:50:00,88,1.75,1,0
14229,202,2,762.13,303,29.31269230769231,23,2,2011-01-10 12:03:00,2011-02-21 09:45:00,41,1.0,1,0
14231,94,3,925.71,409,18.514200000000002,47,3,2011-02-24 11:55:00,2011-06-09 11:05:00,104,1.0,0,1
14232,25,4,1573.33,1503,17.28934065934066,71,4,2011-03-20 12:44:00,2011-08-16 12:52:00,149,1.0,1,0
14233,122,3,959.1,410,47.955,15,3,2011-01-26 12:43:00,2011-05-12 10:45:00,105,1.0,1,0
14235,68,4,2802.86,1841,38.92861111111111,62,3,2011-03-24 13:23:00,2011-07-05 10:58:00,102,1.3333333333333333,1,0
14236,282,1,189.3,38,63.1,3,1,2010-12-02 18:49:00,2010-12-02 18:49:00,1,1.0,1,0
14237,283,1,161.0,38,17.88888888888889,9,1,2010-12-01 13:20:00,2010-12-01 13:20:00,1,1.0,0,1
14238,236,1,146.85,111,18.35625,8,1,2011-01-17 14:40:00,2011-01-17 14:40:00,1,1.0,0,1
14239,5,9,1880.89,803,20.66912087912088,71,9,2011-01-27 14:45:00,2011-09-06 12:38:00,221,1.0,1,0
14240,136,1,226.85,79,22.685,10,1,2011-04-28 11:40:00,2011-04-28 11:40:00,1,1.0,1,0
14241,94,1,213.70000000000002,146,21.37,10,1,2011-06-09 11:46:00,2011-06-09 11:46:00,1,1.0,0,1
14242,145,2,280.55,123,17.534375,13,2,2011-01-18 08:53:00,2011-04-19 11:46:00,91,1.0,0,1
14243,5,8,2305.95,1031,18.157086614173227,93,8,2010-12-09 08:34:00,2011-09-05 13:10:00,270,1.0,1,0
14245,130,2,1693.45,976,15.680092592592594,107,2,2011-03-21 10:41:00,2011-05-04 08:40:00,43,1.0,0,1
14246,21,3,1474.06,804,19.654133333333334,57,3,2011-04-08 08:25:00,2011-08-21 11:50:00,135,1.0,0,1
14247,188,1,136.76999999999998,47,6.838499999999999,19,1,2011-03-06 15:21:00,2011-03-06 15:21:00,1,1.0,0,1
14248,228,1,302.58,102,37.8225,8,1,2011-01-25 14:45:00,2011-01-25 14:45:00,1,1.0,0,1
14256,170,2,969.0600000000001,414,18.284150943396227,51,2,2010-12-10 11:44:00,2011-03-24 13:17:00,104,1.0,0,1
14257,33,4,2725.84,1338,27.2584,84,4,2011-01-25 10:49:00,2011-08-08 15:35:00,195,1.0,1,0
14258,62,7,9386.32,5420,107.88873563218391,52,6,2011-01-06 12:18:00,2011-07-11 10:12:00,185,1.1666666666666667,1,0
14259,52,1,120.0,68,24.0,5,1,2011-07-21 10:44:00,2011-07-21 10:44:00,1,1.0,0,1
14262,17,3,855.0,593,16.764705882352942,42,3,2011-04-13 12:23:00,2011-08-24 15:04:00,133,1.0,1,0
14264,65,2,333.97,70,19.64529411764706,15,2,2011-04-08 12:20:00,2011-07-08 10:20:00,90,1.0,0,1
14265,19,2,530.18,330,17.10258064516129,31,2,2011-07-14 09:10:00,2011-08-22 13:32:00,39,1.0,0,1
14267,73,3,1516.24,530,27.568,25,2,2011-03-24 11:38:00,2011-06-30 10:09:00,97,1.5,0,1
14270,242,1,492.65000000000003,197,16.98793103448276,29,1,2011-01-12 09:33:00,2011-01-12 09:33:00,1,1.0,0,1
14271,136,1,112.32,88,11.232,10,1,2011-04-28 12:47:00,2011-04-28 12:47:00,1,1.0,0,1
14272,164,1,132.09,87,16.51125,8,1,2011-03-30 13:57:00,2011-03-30 13:57:00,1,1.0,1,0
14273,46,3,450.05,196,19.567391304347826,18,3,2011-04-11 13:24:00,2011-07-26 14:56:00,106,1.0,1,0
14276,9,3,1119.74,744,17.4959375,52,3,2011-02-23 09:38:00,2011-09-02 09:45:00,191,1.0,0,1
14277,122,1,1629.03,855,22.013918918918918,71,1,2011-05-11 13:20:00,2011-05-11 13:20:00,1,1.0,1,0
14280,107,1,134.04,52,16.755,8,1,2011-05-27 10:37:00,2011-05-27 10:37:00,1,1.0,0,1
14282,20,9,2467.54,1788,26.82108695652174,58,9,2010-12-07 12:21:00,2011-08-22 11:03:00,257,1.0,1,0
14285,87,1,5.9,2,5.9,1,1,2011-06-16 12:36:00,2011-06-16 12:36:00,1,1.0,1,0
14286,153,1,2050.08,1998,14.539574468085107,141,1,2011-04-11 08:16:00,2011-04-11 08:16:00,1,1.0,1,0
14287,109,2,83.28,216,20.82,4,1,2011-05-25 11:41:00,2011-05-25 11:44:00,1,2.0,1,0
14288,123,1,426.6,188,26.6625,16,1,2011-05-10 13:22:00,2011-05-10 13:22:00,1,1.0,0,1
14289,45,5,832.78,278,19.828095238095237,33,5,2011-02-23 12:33:00,2011-07-28 10:24:00,154,1.0,1,0
14290,272,1,777.5600000000001,220,33.80695652173913,23,1,2010-12-13 10:24:00,2010-12-13 10:24:00,1,1.0,1,0
14291,31,7,2355.54,1478,16.946330935251797,96,4,2011-03-09 15:20:00,2011-08-11 10:55:00,154,1.75,1,0
14292,56,4,2590.21,825,41.777580645161294,50,3,2011-03-02 08:26:00,2011-07-17 12:18:00,137,1.3333333333333333,1,0
14293,57,3,739.41,427,18.48525,40,3,2010-12-06 10:18:00,2011-07-15 15:28:00,221,1.0,1,0
14297,185,1,232.6,78,21.145454545454545,11,1,2011-03-10 08:31:00,2011-03-10 08:31:00,1,1.0,1,0
14298,9,37,41182.51,47694,31.899697908597986,720,19,2010-12-14 12:59:00,2011-09-01 14:26:00,261,1.9473684210526316,1,0
14299,18,5,2437.14,922,32.06763157894736,70,5,2010-12-09 10:30:00,2011-08-24 11:54:00,258,1.0,1,0
14301,27,1,640.14,606,49.24153846153846,13,1,2011-08-14 15:33:00,2011-08-14 15:33:00,1,1.0,0,1
14304,133,1,383.45,139,22.555882352941175,17,1,2011-05-01 11:50:00,2011-05-01 11:50:00,1,1.0,0,1
14305,24,2,1048.45,582,16.642063492063492,62,2,2011-07-27 14:14:00,2011-08-18 06:20:00,21,1.0,1,0
14307,45,4,2307.89,1711,16.027013888888888,119,4,2010-12-01 11:41:00,2011-07-28 09:45:00,238,1.0,1,0
14309,4,7,1633.7,1200,19.68313253012048,62,7,2010-12-16 13:05:00,2011-09-07 12:50:00,264,1.0,1,0
14311,153,1,310.26,146,15.513,20,1,2011-04-11 10:14:00,2011-04-11 10:14:00,1,1.0,0,1
14312,1,5,1047.19,480,18.055,51,5,2011-01-06 16:35:00,2011-09-09 13:14:00,245,1.0,1,0
14314,17,1,120.0,296,15.0,8,1,2011-08-25 10:39:00,2011-08-25 10:39:00,1,1.0,0,1
14315,39,5,1550.15,689,22.796323529411765,49,5,2011-03-18 12:59:00,2011-08-02 13:31:00,137,1.0,1,0
14320,117,2,477.79,325,15.412580645161292,29,2,2011-01-11 09:12:00,2011-05-17 09:24:00,126,1.0,0,1
14321,27,3,900.65,1516,11.546794871794871,75,3,2011-01-10 11:35:00,2011-08-15 09:57:00,216,1.0,1,0
14323,25,2,605.0600000000001,350,16.807222222222222,32,2,2011-04-15 11:44:00,2011-08-17 11:37:00,123,1.0,0,1
14326,152,1,183.85,103,22.98125,8,1,2011-04-11 15:04:00,2011-04-11 15:04:00,1,1.0,0,1
